Latitude,Longitude,Comentários
-23.2600376,-45.9635887,14/05/2016 de madrugada
-23.3958467,-45.8794315,14/05/2016 de madrugada
-23.3041119,-45.9622705,15/05/2016 em hora incerta
-22.8278414,-45.2187359,09/05/2016 de madrugada
-23.3015113,-45.9822286,18/05/2016 a noite
-22.8204474,-45.19410999999999,10/05/2016 a noite
-22.8204474,-45.19410999999999,10/05/2016 a noite
-23.3034128,-45.9595914,19/05/2016 a noite
-23.3084148,-45.96976009999999,20/05/2016 a noite
-23.3113776,-45.9830621,21/05/2016 pela manhã
-23.2917802,-45.9570284,21/05/2016 pela manhã
-23.2911504,-45.95620599999999,22/05/2016 pela manhã
-23.2976841,-45.9836259,22/05/2016 de madrugada
-23.277214,-45.950996,22/05/2016 em hora incerta
-23.3035904,-45.9649826,22/05/2016 em hora incerta
-23.3040453,-45.96395099999999,23/05/2016 a noite
-23.2345523,-45.9148553,23/05/2016 a tarde
-22.8470593,-45.2296241,16/05/2016 a noite
-23.2635152,-45.94906659999999,26/05/2016 a tarde
-23.3036891,-45.97938389999999,26/05/2016 pela manhã
-23.2940328,-45.9863772,26/05/2016 a noite
-23.7243389,-45.42263759999999,08/05/2016 de madrugada
-23.2031571,-45.8908577,04/05/2016 pela manhã
-23.318346,-45.9357349,27/05/2016 de madrugada
-23.318346,-45.9357349,27/05/2016 de madrugada
-23.1791653,-45.8515504,15/05/2016 de madrugada
-23.2992472,-45.9311746,27/05/2016 a tarde
-23.7261058,-45.4518066,16/05/2016 de madrugada
-22.8486431,-45.2284267,28/05/2016 de madrugada
-23.0691279,-45.7115456,06/05/2016 de madrugada
-23.1041238,-45.7069236,11/05/2016 pela manhã
-23.1008733,-45.6865173,11/05/2016 a noite
-23.093315,-45.7027437,16/05/2016 a noite
-23.1015513,-45.7023295,18/05/2016 em hora incerta
-23.1029525,-45.7118538,19/05/2016 de madrugada
-23.0177708,-45.5734023,01/05/2016 a noite
-23.0290591,-45.5504871,01/05/2016 a noite
-23.0958254,-45.7016418,19/05/2016 pela manhã
-23.0971557,-45.7100667,20/05/2016 a noite
-23.0303969,-45.5560768,01/05/2016 a noite
-23.0330175,-45.5703868,03/05/2016 a noite
